0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.05118591904748972	0.0	3.619047003728506	0.03463209505538368	99.90385056543674
0.02	0.005	0.0	0.09846878867898268	0.0	14.032052053555967	0.03426805736928945	99.80779357801113
0.03	0.005	0.0	0.14214575862793774	0.0	30.614510867019245	0.03390784629075924	99.71182894883579
0.04	0.005	0.0	0.18249135181477508	0.0	52.79368829956525	0.03355142159614038	99.61595658910879
0.05	0.005	0.0	0.2197591872723961	0.0	80.04420075366072	0.03319874348459386	99.52017641011355
0.06	0.005	0.0	0.2541835718024609	0.0	111.88400378752047	0.03284977257365014	99.42448832321885
0.07	0.005	0.0	0.2859809706536655	0.0	147.87074296091822	0.032504469894810935	99.32889223987866
0.08	0.005	0.0	0.3153513657525385	0.0	187.5984328480588	0.0321627968891987	99.23338807163205
0.09	0.005	0.0	0.3424795112571249	0.0	230.69442922365278	0.03182471540324941	99.1379757301032
0.1	0.005	0.0	0.3675360927289944	0.0	276.8166691893892	0.031490187684453295	99.04265512700121
0.11	0.005	0.0	0.3906787984657581	0.0	325.651150762494	0.03115917637713881	98.94742617412014
0.12	0.005	0.0	0.4120533092173539	0.0	376.90963035318003	0.030831644518301057	98.8522887833388
0.13	0.005	0.0	0.4317942124709964	0.0	430.32751778601033	0.030507555533474347	98.75724286662076
0.14	0.005	0.0	0.45002584713844285	0.0	485.66195038379556	0.030186873232648116	98.66228833601423
0.15	0.005	0.0	0.4668630839706973	0.0	542.6900296946276	0.02986956180622542	98.56742510365196
0.16	0.005	0.0	0.48241204652139136	0.0	601.2072063313008	0.029555585821023946	98.47265308175122
0.17	0.005	0.0	0.4967707770273842	0.0	661.0258000251431	0.02924491021632027	98.37797218261365
0.18	0.005	0.0	0.5100298516110133	0.0	721.9736424561515	0.028937500299936206	98.28338231862524
0.19	0.005	0.0	0.5222729493942054	0.0	783.8928305268058	0.028633321744361062	98.18888340225622
0.2	0.005	0.0	0.5335773777088287	0.0	846.6385832629904	0.02833234058291713	98.09447534606095
0.21	0.005	0.0	0.5440145564569464	0.0	910.0781938889352	0.028034523205971055	98.0001580626779
0.22	0.005	0.0	0.5536504658865201	0.0	974.0900669267069	0.027739836357188973	97.90593146482951
0.23	0.005	0.0	0.5625460634397564	0.0	1038.5628266539518	0.02744824712980042	97.81179546532216
0.24	0.005	0.0	0.5707576641398026	0.0	1103.3945071978915	0.02715972296293567	97.71774997704605
0.25	0.005	0.0	0.5783372925515361	0.0	1168.4918071557152	0.026874231638011094	97.62379491297517
0.26	0.005	0.0	0.5853330141447131	0.0	1233.7693912887207	0.026591741275086588	97.52993018616714
0.27	0.005	0.0	0.5917892326431872	0.0	1299.1492655940715	0.02631222032933552	97.43615570976317
0.28	0.005	0.0	0.5977469687673036	0.0	1364.5601949267311	0.02603563758754272	97.34247139698803
0.29	0.005	0.0	0.6032441228702305	0.0	1429.937155942282	0.025761962164544475	97.2488771611499
0.3	0.005	0.0	0.6083157043949855	0.0	1495.2208603262377	0.025491163499882983	97.15537291564031
0.31	0.005	0.0	0.6129940608658566	0.0	1560.357282125866	0.025223211354290717	97.06195857393408
0.32	0.005	0.0	0.6173090727815451	0.0	1625.2972548786668	0.02495807580639406	96.9686340495892
0.33	0.005	0.0	0.6212883469145691	0.0	1689.996075503917	0.024695727249332215	96.87539925624678
0.34	0.005	0.0	0.624957386841042	0.0	1754.4131539602947	0.02443613638744157	96.78225410763099
0.35	0.005	0.0	0.6283397530791605	0.0	1818.5116869361334	0.024179274233042135	96.6891985175489
0.36	0.005	0.0	0.6314572130070569	0.0	1882.2583517656299	0.02392511210310166	96.59623239989051
0.37	0.005	0.0	0.6343298742984091	0.0	1945.6230359506771	0.02367362161616136	96.50335566862859
0.38	0.005	0.0	0.6369763146154347	0.0	2008.5785737466422	0.02342477468902285	96.41056823781861
0.39	0.005	0.0	0.6394136955181827	0.0	2071.1005166034975	0.02317854353375257	96.31787002159871
0.4	0.005	0.0	0.6416578711621951	0.0	2133.1669131743247	0.022934900654465715	96.22526093418955
0.41	0.005	0.0	0.6437234896762002	0.0	2194.7581064062	0.022693818844311157	96.1327408898943
0.42	0.005	0.0	0.6456240797301154	0.0	2255.856558590261	0.022455271182466575	96.04030980309847
0.43	0.005	0.0	0.6473721445709536	0.0	2316.4466644613763	0.022219231030990206	95.94796758826996
